Nombre,Numero_Expediente,Edad
Fernanda Galaz Rojas,5618725760,23
Ada Rosas Pino,2919964196,20
América Valle Rodríguez,7013158142,21
Juan Vazquez Encinas,3676962657,24
Susana Escalante Lobo,5923265877,22
Julián Pérez Elías,4143150683,23
Kevin Mata Cabada,6280735467,21
Brian Galaz Cabada,5215040113,25
Ema Rosales Escalante,5618818704,25
Luis Ramirez Mancera,6005560903,20
Karina Ochoa Leo,9006356136,23
César Encinas Peña,2359203593,18
Juan Aldama Valenzuela,7312553974,18
Ada Durazo Ramirez,5475390858,24
Mario Tellez Mata,0828140446,25
Sebastián Arredondo Lobo,2074005784,19
Elvia Balderrama López,5452243782,24
Kim Ortiz Medina,1796272105,19
Eva Mendoza Ochoa,8983800395,20
Adán Espinoza Cabada,8271642501,23
Mariana Romero Leo,1774303258,25
César Lobo Chávez,7371523493,22
Carlos Escalante González,5462078910,25
Rafael Espinoza Cabada,1256309572,19
Mariana Mata Wong,7669828358,21
Carlos Verduzco Rojas,0499420763,21
América Vazquez Leo,9238901930,25
Julio Ochoa Peña,1848119031,22
Luis Reza Mendoza,0124184262,18
Ana Romero Escalante,4427757076,24
Karina Valle Cabada,2525356761,24
César Rojas Rosas,4880614720,23
Ada Pérez Coronado,8942735616,19
Adán Espinoza Reyes,7491124384,24
Luis Balderrama Gutierrez,7630324973,25
Raquel Rojas Valle,3320455047,18
Juan Vazquez Garza,0658713717,21
Rafael Ortiz Cadena,8028141736,24
Sebastián Heras Rodríguez,3588957926,23
Isabel Monteverde Balderrama,1144843678,18
Kim Heras Ayala,0890136969,23
Domingo Orozco Garza,5327792102,25
José Verduzco Mancera,5902017961,19
Czarina Fernandez Pulido,2360596675,18
Regina Ramos Mendez,8705675123,22
Luis Arvizu Vazquez,0093527864,21
Kim Tellez Balderrama,9566155861,22
Julio Mendez Calles,9693012831,22
Ema Medina Tellez,3752276279,19
José Gutierrez Cabada,9734718210,19
Rosa Córdova Piña,1145272919,25
Mario Durazo Espinoza,9544614374,19
Ana Mendoza Fernandez,9361295239,22
Karla Cruz Almada,8189175624,18
Regina Verduzco Jimenez,7298343332,19
Ernesto Cuevas Gutierrez,8621838572,20
Ana Islas Córdova,0833221085,21
Brian Mata Medina,3602342804,23
Ana Pino Mata,4539272423,19
Carlos Garza Pulido,7984204916,21
Karen Coronado Medina,5142465850,19
Guadalupe Escalante Yanes,4047699381,22
Guadalupe Lobo Heras,0101671818,21
José Ozuna Valle,6488879615,19
Julián Arredondo Durazo,5412231229,19
Brian Mendoza Heras,8223894075,19
Brian Ramirez Rodríguez,0449450267,21
Elvia Heras Vazquez,7873400854,24
Guadalupe Calles Encinas,1556679355,24
Kevin Encinas Elías,2326817073,20
Kevin Valle Escalante,4938479949,25
Domingo Valle Mendoza,7368657843,22
Rafael Encinas González,1497827323,22
Mariana Garza Ozuna,9976327198,18
Teresa Castañeda Arroyo,2013714750,19
Mariana Arroyo Flores,6420708800,21
Fernanda Escalante Domínguez,1081655337,18
Raquel Gutierrez Verduzco,8491506672,23
Isabel Verduzco Aldama,1323647041,19
Teresa Rosas Cadena,7619483455,24
Sebastián Verduzco Mendez,4731560289,23
Mario Wong Mendoza,0297789676,19
Domingo Valle Reza,6513840654,19
Julián Almada Castañeda,0282681808,18
Teresa Gutierrez Wong,6123124749,18
Czarina Valle Fernandez,9227118436,20
Elvia Balderrama Galaz,3256830040,25
Guadalupe Ochoa Arroyo,3582701989,22
Sebastián Reza Nuñez,0257840661,24
María Orozco Almada,0715735699,21
Brian Arroyo Galaz,6151171843,21
Karen Camacho Nuñez,4062200776,20
Mario Tellez Arredondo,8085864155,25
Luis Aldama Coronado,0765090787,21
Susana Martínez Mancera,8124500497,22
Susana Elías Ramirez,5158811585,25
Karla Mata Moreno,1490069708,20
Karina Pérez Verduzco,2488898095,18
Alberto Wong Tellez,6072703424,19
José Rosales Durazo,5919626146,19
Karla Durazo Ortiz,8334722579,22
Alan Fernandez Calles,2744160769,20
Fernanda Andre Garza,3556156316,23
Armando Islas Vazquez,6933523738,19
Julián Rosales Arvizu,2801093107,24
Rosa Gutierrez Rojas,3018361926,25
Rafael Romero Caro,9731388946,19
César Rosas Pérez,3687335972,20
Rosa Pino Espinoza,5141197381,23
Juan Mendez Domínguez,8015737053,24
Socorro Lobo Heras,0073135587,24
Julián Valenzuela López,7995533071,23
Ernesto Almada Arvizu,7315850803,18
América Arroyo Pino,5997920023,20
Ernesto Camacho Coronado,5511474698,20
Juan Mendoza Cano,2553954483,21
María Chávez Almada,6511277170,19
Mario Nuñez Leo,7557303289,19
Rafael Orozco Mendoza,8497024314,22
Julio Arvizu Pino,7707053492,18
Alan Pérez Wong,2085225249,22
Karen Mendoza Flores,9018201920,18
Carlos Tellez Rosas,6132023102,24
Karla Ozuna Jimenez,6861064141,21
Juan Garza Mancera,2353531918,19
Alberto Ochoa Rojas,5164987344,25
Domingo Jimenez Andre,3280980547,23
Adán Ozuna Mancera,5943137813,20
Fernanda Cuevas Reza,5567972807,19
Ema Verduzco Ortiz,1912843920,22
Mariana Piña Arredondo,1491860836,20
Socorro Wong Tellez,3740989156,18
Ana Moreno Ozuna,5917634166,18
Juan Jimenez Ochoa,7155885468,19
Armando Valle Ramos,0952516488,20
Eva Camacho Elías,5423143795,18
Lourdes Pulido Romero,3083245116,19
Karina Rodríguez Rodríguez,3876139955,22
Kenia Ramos Calles,6283061225,18
Brian Cabada Orozco,9328419235,23
Kevin Monteverde Gutierrez,0455664066,21
Alan Ramirez Pino,2059334601,19
Ada Valenzuela Medina,9922946396,19
César Mancera Cadena,2926542895,21
Ernesto Cabada Calles,9463659291,22
Julio González Reyes,5760704987,22
Eva González Escalante,8998534000,20
Julio Verduzco Coronado,7898790935,25
Adán Reza Ortiz,3205238601,21
Carlos Ortiz Rodríguez,6090425000,18
América Peña Aldama,4718647369,18
Lourdes Castañeda Cadena,0088549882,22
José Córdova Monteverde,5918452369,21
Alberto Garza López,8427373626,22
Ernesto Cano Tellez,6362709318,25
Raquel Pulido Monteverde,8672874584,23
Alan Garza Domínguez,8399877070,20
María Caro Elías,2454819074,25
Ada Balderrama Cruz,4317226068,19
Susana Balderrama Romero,7119178986,25
Julio Coronado Ramirez,0768889673,21
Adán Cuevas Balderrama,5446048575,22
Teresa Romero González,9990697438,22
Luis Camacho Nuñez,7401006542,19
Carlos Reyes Córdova,6410829673,19
Karen Mendoza Rojas,2358260656,23
César Martínez Ozuna,8579803498,19
Karen Fernandez Piña,0650941459,19
Fernanda Mancera Encinas,9713444116,18
Fernanda Nuñez Mancera,1950987783,24
Fernanda Mendoza Aldama,7386177011,18
Guadalupe Andre Yanes,2615048451,20
Carlos Reyes Castañeda,0211535177,22
Czarina Vazquez Cruz,5813928160,22
Kenia Ayala Yanes,3366994536,18
Adán González Rodríguez,5919143389,22
Sebastián Wong Garza,6886025749,20
Rosa Durazo Balderrama,0842354279,23
Guadalupe Medina Romero,7919464835,25
Susana Islas Calles,7588193237,22
Mario Vazquez Cano,3809399542,19
Armando Piña Mata,7102150623,18
Alberto Pino Durazo,5051073576,19
Isabel Wong Heras,1416857174,25
Mario Encinas Ortiz,6425288861,23
Guadalupe Ochoa Coronado,7792729292,25
Ernesto Escalante Córdova,2718673997,18
Brian Andre Elías,7673966983,23
Elvia Balderrama Elías,0193133427,22
Fernanda Almada Andre,1078009930,21
Socorro Cadena Ozuna,7420535708,20
Mariana Fernandez Reza,2983726322,24
Brian Gutierrez Mancera,4188405513,24
Rosa Alemán López,0958056146,25
América Mata López,9928074391,19
Czarina Reyes Fernandez,2727099616,25
América González Arredondo,0854115968,23
Regina Ortiz Cuevas,9362647342,22
Lourdes Romero Caro,7645942491,20
César González Andre,6913470616,24
Luis Mendoza Castañeda,2568276631,20
Lourdes Rojas Garza,7528067069,21
Kenia Elías Ochoa,1971132540,21
Kim Cadena Pérez,3814862075,20
Julio Córdova Medina,5526179200,25
Ernesto Rosales Durazo,3080750016,18
Rosa Martínez González,0271977201,19
Armando Ozuna Ramos,3041140179,24
Juan Monteverde Cano,0552820364,20
Karla Calles Valle,1412271549,25
Julio Martínez Monteverde,7430161362,25
Adán López Rodríguez,1271531133,19
Raquel Calles Wong,8174144711,24
Julio Arroyo Andre,3577479406,25
Karina García Aldama,2397775019,23
Ernesto Valenzuela Chávez,3921792243,19
Mario Espinoza Mendez,0849657036,19
Karla Domínguez Arroyo,7495671154,18
Julio López Valle,0254571827,20
Carlos Ramirez Castañeda,6998718071,19
Elvia Valenzuela Leo,7821593090,22
Rafael Cruz Romero,9780689425,19
Alberto Moreno Cano,5896499712,25
Karla Escalante Arroyo,1552090352,23
Socorro Mendez López,1052889499,20
Sebastián Cadena Mendez,5652418107,23
Mariana García Rojas,6066675272,23
Alberto Cuevas Reza,2210414792,18
Guadalupe Encinas Galaz,4883786421,24
Julián Balderrama Mendoza,9501539810,22
Luis Domínguez Córdova,8325512801,20
Domingo Arvizu Mendez,6612190183,20
Ada Reza Rosas,4563612223,21
Sebastián Ortiz Verduzco,1969877685,21
Susana Encinas Ochoa,5926341785,18
Ema Elías Garza,6290296465,25
América Piña Rodríguez,4792013320,21
Teresa Orozco Romero,5243732243,25
Carlos Moreno Espinoza,8653142186,20
Rafael Moreno Moreno,4218018436,18
Armando Calles Islas,8064293864,24
Karina Valle Pino,1405269513,20
Eva García Alemán,8263367773,20
Susana Escalante Monteverde,8505345859,21
Ema Garza Rojas,4612334995,19
América Heras Wong,1696114069,24
Rosa Verduzco Wong,8778796818,22
Kimberly Lobo López,0867863425,21
Fernanda Encinas Yanes,7995219360,25
América Camacho Islas,8729490333,19
Kim Romero Moreno,4011824763,21
Ernesto Verduzco Ramirez,9077288308,21
Domingo Chávez Cruz,5699451091,25
Fernanda Pérez Aldama,2327525446,24
Sebastián Arredondo García,3648009924,18
Raquel Garza Encinas,1144427920,18
Carlos Arroyo Nuñez,1383578580,21
Ana Andre Verduzco,6054104307,20
Lourdes Mendez Valenzuela,7493735829,25
Czarina Rosas Mendoza,6346623956,22
César Pulido Fernandez,1479109063,22
Juan Islas Yanes,0266409420,18
Luis Pulido Arroyo,7010055903,25
Mario Orozco Rosas,1072119378,20
Elvia López Moreno,8074165936,18
Mariana Tellez Vazquez,8052664488,20
Teresa Garza Balderrama,5769561008,19
Kimberly Peña Caro,4249167506,20
Sebastián Arvizu Coronado,2660826872,21
Socorro Aldama Rodríguez,3391329249,20
Carlos Vazquez Coronado,6390950417,18
Guadalupe Córdova López,2291020143,19
César Ramos Flores,8950733814,18
Carlos Ayala Moreno,2705348285,23
Kevin Verduzco Domínguez,8119478216,20
Kim Valenzuela García,3386902677,21
Mariana Cruz Arvizu,4741597806,19
Domingo Wong Jimenez,7427362176,18
Karen Mendoza Ramos,6734261091,24
Kenia Flores Flores,0011278908,25
Carlos Mancera Rojas,2784574564,21
Rafael González Ramirez,3776963193,22
Alberto Yanes Garza,1003121594,21
Czarina Garza Galaz,3452579211,21
Alberto Rosas Cuevas,4464956475,24
Teresa Moreno Durazo,2999264869,25
Kimberly Domínguez Mendoza,5127962909,21
América Reza Mata,9513011114,18
César Wong López,2983291610,21
César Elías Mendez,0539941287,20
Mario Ozuna Cabada,1155716768,24
Rosa Rosas Flores,4241140960,21
Ada Gutierrez Valle,7183261738,20
Socorro Pino Rodríguez,4054747162,21
José Galaz Chávez,6311218122,21
José Espinoza Wong,2700202018,24
Kenia Piña Durazo,4660502101,18
María Arvizu Cabada,4593736671,21
Carlos Rosales Heras,3371316646,25
Lourdes Flores Monteverde,9250501216,25
Ada Valenzuela Arroyo,2957651673,24
Kevin Pérez Vazquez,0506153682,23
Elvia Moreno Orozco,9444813946,21
Guadalupe Galaz Cruz,7409602369,20
Domingo Rosales Garza,5482682454,21
Eva Arredondo Ochoa,2784482558,20
Mario Martínez Vazquez,2425655514,20
Domingo Almada Orozco,8349745563,18
Ana Arroyo Espinoza,1826949754,23
Julio Nuñez Peña,9503477942,18
Socorro Rojas Galaz,8968227852,18
César Martínez Tellez,3046522153,19
Kimberly Pino Garza,5084521581,24
Kenia López López,3869337746,18
Julián Almada Aldama,4921129154,22
Brian Arroyo Flores,6255185001,25
José Verduzco Galaz,5974206310,25
Alberto Garza Peña,3129409424,23
Karen Medina Medina,9553084634,19
Rosa Pino Vazquez,6372058298,19
Karina Mata Mendoza,2228130465,21
Carlos Arroyo Cano,8517161521,21
Kevin González Pino,9747399979,21
Raquel Orozco Jimenez,3044629325,25
Karina Orozco Nuñez,3566856245,24
María García Cano,8466034754,23
Rosa Verduzco Durazo,2682099613,18
Kenia Piña Rojas,0867185321,18
Domingo Mancera Ochoa,1408980783,19
Isabel Córdova Cabada,9168279468,19
Adán Romero Garza,9010885076,24
Carlos Córdova Cano,9268444614,25
Regina Cruz Pulido,8711912905,25
José García Ramirez,9295317829,23
Adán Leo Jimenez,5584891296,18
Socorro Cadena Ramirez,2724849116,21
Carlos Yanes Heras,2159069732,18
Raquel Castañeda Pulido,1686251316,21
Rafael Mendez Ayala,5961570353,20
Alan Mancera Heras,4448718847,19
Kevin Ortiz Rosas,6471374283,19
Rosa Wong Martínez,5064034965,20
Mariana Rosales Moreno,8360696199,20
Domingo Chávez Pérez,2525508203,21
Julio López Wong,9277728687,18
Regina Lobo Garza,4195367369,24
Guadalupe Heras Jimenez,4584990808,20
Karen Córdova Aldama,3530284452,21
Karla Valle Islas,5152552697,22
América Coronado Escalante,1591087507,21
Socorro Monteverde Arroyo,2982443027,19
Rafael Islas Jimenez,6047616123,23
Socorro Ozuna Tellez,6857314827,23
Kimberly Verduzco Cuevas,9570476277,24
Teresa Yanes Reyes,4154478371,18
Sebastián Wong Almada,3367332388,24
María Moreno Peña,4645336728,19
Socorro Mendoza Caro,3350972213,21
Teresa Ortiz Aldama,8133940049,24
Brian Balderrama Caro,1162970820,20
Teresa Ramirez Ramirez,1863978077,20
Socorro Calles Calles,7219484979,20
José Cruz Ramirez,2317159333,19
Sebastián Martínez Fernandez,1649069772,24
Alberto Córdova Wong,9629743773,19
Julián Coronado Ayala,0439630868,19
José Caro Yanes,9102507186,20
Mario Monteverde Espinoza,0855057573,22
Luis Cabada Vazquez,6825287094,21
Czarina Almada Rosas,0016535332,23
Ada Reza Castañeda,0331465317,20
Luis Mancera Gutierrez,9055395826,23
Regina Espinoza Ortiz,9208913939,19
Domingo Coronado Encinas,2886761884,22
Rafael Mancera García,2212521537,22
Julián Romero Cruz,4151415133,22
Kimberly Verduzco García,8092406850,22
Mariana Cano Valenzuela,4845622555,24
Raquel Ayala Pérez,6412788007,21
Karla Reza Arroyo,1029292708,20
Ernesto Mendez López,2185524022,25
Isabel Mendoza Balderrama,4940574685,19
Teresa Peña Arredondo,4037542572,25
Alberto Pulido Lobo,5683335620,24
José Orozco Elías,9578082389,20
Brian Fernandez Arredondo,9986611096,22
María López Leo,4408937220,20
Czarina Reza Andre,1895861528,23
Ana Balderrama Nuñez,0728569248,22
César Verduzco Cuevas,6306161588,23
Brian Andre Reza,0608938963,18
América García Balderrama,7393735863,23
Kimberly Durazo Tellez,8453553687,20
América Verduzco Romero,8166124293,25
Kimberly Domínguez Fernandez,2862166863,22
Rafael Domínguez Cano,9769468316,24
Kevin Cadena Romero,0480516174,24
Regina Mendoza Fernandez,2977606795,25
Adán Pulido Piña,3645157602,23
Ada Cuevas Pulido,3535537358,25
Armando Valenzuela Ortiz,4506251071,21
Ema Medina Monteverde,8337559069,24
Sebastián Mata Flores,3466739706,19
Rosa Yanes Orozco,1758973727,21
Regina Leo Rosales,1832481743,20
Lourdes Peña Arroyo,8183032026,24
Teresa López Nuñez,1607911936,19
Raquel Espinoza Aldama,1067383653,23
Kim Monteverde Chávez,1017722750,18
Lourdes Durazo Encinas,1980433064,22
Ana Cabada López,5850722293,23
Teresa Durazo González,8900289741,23
Carlos Caro Domínguez,6880578080,18
Julián Almada Islas,8380493646,19
Ada Nuñez Leo,4314917381,19
Czarina Gutierrez Jimenez,5161996669,19
Julián Aldama Rosas,6323567813,23
Adán Durazo Orozco,2079397899,19
Raquel Córdova Galaz,4557976568,19
José Escalante Arredondo,4124494698,22
Czarina Arvizu Reza,9393549546,21
Kevin Pérez Balderrama,5645059475,21
Armando Rojas Ortiz,4236857582,18
Karina García Arroyo,9861644130,21
Ema Domínguez Tellez,4362479109,23
Luis Galaz Tellez,7943238776,22
Alberto Coronado Islas,5299795272,23
Mario Encinas García,5461690743,21
Raquel Leo Valenzuela,7925416317,24
César Jimenez Orozco,0541582197,24
Adán Ortiz Ramirez,7725060861,19
Ana Pino Martínez,5971425121,19
Julio Fernandez Lobo,2832439439,25
Kevin Mancera Ortiz,5015126055,23
Isabel Ayala Camacho,1950758638,20
César Ortiz Cadena,4754522756,19
Brian Monteverde Cruz,7608370477,19
Sebastián Rosas Chávez,2703950159,20
Alan Islas Reza,0886858570,22
Rafael Escalante Leo,6336458148,22
Fernanda Elías Aldama,4720709007,20
Brian Mendez Yanes,1974290210,18
Julián Flores Ramirez,4693918220,18
Brian González Andre,8287257814,22
Susana Andre Rojas,0680383217,21
Luis Fernandez Alemán,8085727670,25
Juan Gutierrez Rosales,5666480391,19
Luis Orozco Pino,1648679151,25
Sebastián Leo Monteverde,7752516185,23
Julián Arvizu Elías,8051324083,22
Ana Romero Coronado,0111471792,24
Rafael Piña Tellez,6645747041,23
Teresa Peña Nuñez,6666610393,25
Mario Vazquez Rojas,0880962834,18
Ada Ayala Peña,0614833034,18
Julio Medina Rosales,9514932276,24
Ana Cadena Rojas,0957159638,24
Karla Camacho Mancera,2564127952,25
Juan Calles Rojas,7668021508,23
César Calles Mendoza,9157822864,20
Sebastián Galaz Cuevas,4090394611,20
Karla Peña Heras,4616661495,20
Kimberly Islas Ozuna,3054384520,19
Adán Cano Garza,4259809074,19
Sebastián Ortiz Mendoza,9639139417,23
Kevin Camacho Islas,6550832660,21
Czarina Lobo Arroyo,1542754767,21
Luis Pulido Espinoza,8206138230,20
Julio Reza Yanes,4699780127,24
Juan Coronado Rosales,9971908275,18
Ema Verduzco Leo,6373882424,19
Julio Ozuna Gutierrez,7532187161,18
Socorro Balderrama Ramos,7941498540,24
Rafael Tellez Ramirez,3279507679,25
Kevin Domínguez Coronado,2243392783,23
Juan Heras Andre,7138795574,18
Rafael Flores Martínez,0318864969,24
Adán Valenzuela Leo,9170829273,19
María Cano Rojas,5713733523,22
Socorro Wong Ayala,3205800373,19
América Verduzco Yanes,3635739046,24
Eva Durazo Cuevas,7804990502,24
América Garza Mendoza,4933612435,19
Juan Nuñez Coronado,5265330883,21
Isabel García Peña,0948785371,22
Mariana Ramirez Arvizu,7430754888,23
Kevin Camacho García,7685352366,21
Brian López Encinas,6556440914,20
Julián Ramos Moreno,6599827228,23
Juan Vazquez Valenzuela,6699455298,19
Socorro Rojas Heras,3307097986,21
Alan Escalante Cruz,4649445403,21
Ana Aldama Chávez,6724231921,23
Rafael Rojas Calles,4199761964,23
América Rosas Romero,2596615541,22
Czarina Galaz Cano,2114149088,18
Socorro Monteverde Chávez,3655816740,20
Ernesto Balderrama Rojas,0098677356,21
Rosa Reza Cabada,5436626134,22
Sebastián Pulido Aldama,2770504271,19
Regina Chávez Ramirez,4290753244,22
Kevin Pérez Piña,6819243504,19
Eva Almada Andre,1104766436,20
Czarina Ramos Espinoza,9635567811,24
Regina Balderrama Cabada,0205024231,23
Adán Calles Jimenez,6402793391,21
Alberto Almada Rosas,9574138890,18
Mariana Pulido Escalante,3490673088,18
Karina Mendez Cuevas,2589729606,19
Julián Wong Cadena,9858885726,21
Juan Escalante Lobo,3965086378,21
Kim Nuñez González,7012992512,21
Guadalupe Caro Domínguez,2127163782,20
Lourdes Almada Calles,4089709281,25
Carlos Almada Encinas,6498683314,24
Kim Córdova Córdova,3294113405,24
Armando Camacho Valle,6063493638,20
Alberto Verduzco Jimenez,5056022690,22
Juan García Galaz,4843329760,20
Rosa López Almada,7056590881,24
César Andre Islas,9313153263,23
Alberto Pulido Galaz,4992804822,24
Alan Calles Rojas,8138911743,25
Isabel Rosas Andre,8452284821,19
Ernesto Ortiz Verduzco,6813090338,22
Armando Valenzuela Andre,5246547744,23
Domingo Verduzco Rosales,7790826203,22
Brian Islas Orozco,7228258752,20
Ernesto Alemán Espinoza,8233842494,19
Luis Reyes Valle,2289979583,22
Sebastián Fernandez Camacho,7519642500,21
Ernesto Jimenez Rodríguez,8831523454,18
María López Cruz,3460185509,23
Armando Flores Córdova,6320659510,19
Domingo Nuñez Ayala,1813418362,20
Armando López Caro,8634767887,18
Elvia García Ramirez,9362970365,23
Julián Cano Balderrama,0915719954,20
Fernanda Mancera Durazo,4805986353,25
Alan Ramos Encinas,5320900131,22
Brian Galaz Yanes,3786383687,21
Ernesto Vazquez Fernandez,9235123501,18
Alan Leo González,2910276152,21
Brian Ortiz Romero,3955321532,20
